0.00457646 0  0  0  0  0  0  0  0  0  0  0  0  0  0  -7.89885e-97  2.9883e-100  7.91408e-104  6.66681e-103  -1.8985e-101  1.04669e-100  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  -2.83296e-101  -3.12312e-101  6.68445e-75  1.31378e-71  -5.47994e-68  -4.33508e-64  5.58361e-61  -5.08355e-60  1.02246e-56  1.28147e-54  3.23085e-52  8.33491e-51  2.02655e-48  -1.22238e-46  1.21354e-44  -5.02281e-42  4.89668e-40  3.10459e-37  4.92076e-35  -3.75936e-34  7.92008e-35  -3.75936e-34  4.92076e-35  3.10459e-37  4.89668e-40  -5.02281e-42  1.21354e-44  -1.22238e-46  2.02655e-48  8.33491e-51  3.23085e-52  1.28147e-54  1.02246e-56  -5.08355e-60  5.58361e-61  -4.33508e-64  -5.47994e-68  1.31378e-71  6.68445e-75  -3.12409e-101  3.39143e-91  1.90701e-92  -4.84702e-96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.04669e-100  -1.8985e-101  6.66681e-103  7.91408e-104  2.9883e-100  -7.89885e-97  0  0  0  0  0  0  0  0  0  0  0  0  0  0 
0.00915291 -6.37602e-37  4.94472e-37  1.62512e-37  -5.75037e-39  1.71471e-40  9.3592e-43  -2.41421e-44  -7.67881e-47  -7.14306e-50  2.68609e-50  1.98756e-51  2.84845e-54  8.22328e-55  1.7537e-56  -7.99273e-57  1.23626e-58  -1.45014e-58  -9.50559e-61  -1.80431e-61  3.66893e-63  -2.06823e-64  -1.10694e-68  1.08358e-68  -1.5488e-69  4.75484e-69  -3.47606e-70  5.06863e-70  -5.52613e-70  -3.68706e-71  -4.42985e-73  -2.84717e-74  -8.88793e-78  -4.03162e-79  1.03669e-81  1.38404e-83  7.9889e-82  1.29296e-80  -1.75516e-80  -5.94776e-78  1.41563e-77  -3.14726e-78  1.41562e-77  -5.94788e-78  1.39877e-79  -1.37476e-77  -5.12644e-75  -2.24772e-73  -3.15312e-72  2.8106e-71  3.72352e-70  2.87899e-68  -9.31513e-68  -1.02854e-66  -2.47369e-67  -7.53872e-68  2.21816e-68  -8.599e-66  1.47998e-63  -2.98933e-61  -9.55386e-58  -1.56281e-54  -1.16569e-54  -2.26354e-54  3.9422e-52  2.14362e-49  -8.71744e-49  9.3476e-46  1.44352e-43  1.85549e-42  1.81053e-41  -2.95539e-39  1.01571e-38  -1.64499e-35  -6.70365e-33  -1.39805e-29  -3.38025e-26  -1.39495e-23  3.45352e-22  -1.04792e-20  -8.23111e-19  -3.61798e-18  -8.23111e-19  -1.04792e-20  3.45352e-22  -1.39495e-23  -3.38025e-26  -1.39805e-29  -6.70365e-33  -1.64499e-35  1.01571e-38  -2.95539e-39  1.81053e-41  1.85549e-42  1.44352e-43  9.3476e-46  -8.71744e-49  2.14362e-49  3.9422e-52  -2.26354e-54  -1.16569e-54  -1.56281e-54  -9.88157e-58  1.4032e-58  -1.72729e-57  -7.58231e-56  2.89981e-56  8.23671e-55  -4.53334e-54  6.4052e-54  -3.79331e-54  -5.98345e-53  -1.36336e-51  1.98496e-51  9.51335e-49  -1.58754e-46  5.06746e-45  -8.92657e-45  -1.3813e-45  2.39918e-46  1.63477e-47  -7.11734e-49  8.59302e-50  -1.9136e-51  -2.63081e-54  2.72415e-55  1.82272e-56  1.56625e-58  3.67215e-60  7.42607e-63  -9.96774e-64  1.02909e-65  -3.90327e-68  -2.14963e-70  -5.51293e-70  5.06823e-70  -3.47606e-70  4.75484e-69  -1.5488e-69  1.08358e-68  -1.10694e-68  -2.06823e-64  3.66893e-63  -1.80431e-61  -9.50559e-61  -1.45014e-58  1.23626e-58  -7.99273e-57  1.7537e-56  8.22328e-55  2.84845e-54  1.98756e-51  2.68609e-50  -7.14306e-50  -7.67881e-47  -2.41421e-44  9.3592e-43  1.71471e-40  -5.75037e-39  1.62512e-37  4.94472e-37  -6.37602e-37 
0.0137294 2.02482e-26  1.37427e-26  2.735e-27  1.85851e-28  3.05755e-30  1.69832e-32  1.05495e-34  2.02658e-37  2.07535e-41  -1.38587e-43  -1.62011e-46  4.49409e-48  -2.24718e-49  -2.28123e-49  -7.12932e-51  -4.89139e-53  4.05348e-53  9.38042e-55  5.91238e-56  -2.35603e-56  -4.17196e-54  6.10901e-57  -8.314e-60  5.33244e-63  -1.44994e-60  2.13069e-61  1.08873e-61  1.65434e-60  2.96213e-61  -2.5752e-63  -4.72599e-65  1.07675e-66  -5.30742e-68  -7.26032e-70  3.66955e-73  -9.67768e-71  -6.68925e-70  -2.75106e-68  3.26062e-68  -4.82706e-66  -6.28496e-66  -4.82707e-66  3.21985e-68  4.36863e-69  5.7056e-67  -2.26364e-65  -9.15507e-64  -7.70174e-64  1.2082e-60  1.12957e-59  1.05006e-58  1.47794e-59  4.66718e-59  -2.13722e-59  4.32399e-60  7.94269e-60  5.48545e-57  -2.5647e-55  1.76825e-51  4.10753e-49  1.2815e-46  2.5749e-49  1.71545e-48  -1.84987e-45  -8.6297e-45  -2.29719e-42  -5.7228e-41  8.52616e-38  2.25399e-36  -2.08504e-33  3.26239e-31  1.94472e-29  -3.70139e-26  -6.81261e-23  -2.89678e-19  -1.26395e-16  -2.72527e-14  -1.89321e-12  -1.10804e-10  -1.47714e-09  -4.1425e-09  -1.47714e-09  -1.10804e-10  -1.89321e-12  -2.72527e-14  -1.26395e-16  -2.89678e-19  -6.81261e-23  -3.70139e-26  1.94472e-29  3.26239e-31  -2.08504e-33  2.25399e-36  8.52616e-38  -5.7228e-41  -2.29719e-42  -8.6297e-45  -1.84987e-45  1.71544e-48  2.57058e-49  1.28166e-46  4.10593e-49  1.7636e-51  1.14583e-53  5.72828e-52  1.7349e-52  -2.54169e-51  3.47045e-50  -2.67864e-50  4.21934e-49  -1.01513e-47  -8.97079e-46  -3.855e-44  5.33647e-41  -1.29261e-38  -1.17459e-37  1.5856e-36  -3.55577e-37  -4.28994e-37  6.06638e-38  -1.66567e-38  -2.11402e-39  -6.41748e-41  -3.49374e-43  2.17472e-47  1.9216e-48  -1.25862e-50  5.78252e-54  2.84329e-55  8.19372e-59  -1.92976e-59  1.89885e-61  2.29112e-61  1.6455e-60  1.0866e-61  2.13069e-61  -1.44994e-60  5.33244e-63  -8.314e-60  6.10901e-57  -4.17196e-54  -2.35603e-56  5.91238e-56  9.38042e-55  4.05348e-53  -4.89139e-53  -7.12932e-51  -2.28123e-49  -2.24718e-49  4.49409e-48  -1.62011e-46  -1.38587e-43  2.07535e-41  2.02658e-37  1.05495e-34  1.69832e-32  3.05755e-30  1.85851e-28  2.735e-27  1.37427e-26  2.02482e-26 
0.0183058 2.5734e-26  2.23157e-26  -1.98374e-27  -5.49828e-28  -2.52287e-29  -2.57099e-31  1.29779e-34  3.19137e-36  1.38318e-39  1.60616e-40  -2.54411e-41  2.22379e-42  -3.39215e-44  1.02579e-46  7.30372e-49  -8.09949e-51  3.34498e-52  -1.93904e-52  -5.75037e-54  1.47267e-53  -9.95316e-52  1.71286e-53  1.13799e-55  -4.98161e-59  -1.74094e-58  1.4914e-58  5.0186e-58  -3.39067e-58  -1.44666e-60  3.66821e-59  -6.71423e-61  -6.47757e-63  -5.17986e-64  -4.19965e-66  -3.22722e-68  -6.01841e-67  -3.53912e-65  5.72512e-64  4.30355e-62  2.71233e-59  1.81822e-58  2.71233e-59  4.30316e-62  5.21359e-64  1.74821e-63  -9.07664e-64  7.82894e-61  2.12608e-58  1.83188e-57  1.8082e-56  2.22323e-56  5.26206e-56  4.52498e-58  -2.06461e-56  -4.25314e-57  2.67086e-57  7.48183e-54  6.98224e-54  -2.51511e-48  -3.14031e-46  -1.74219e-45  -2.51527e-46  -1.29206e-44  -3.07785e-42  -1.30522e-40  1.15368e-37  -2.63563e-35  -1.32077e-32  3.87078e-29  -3.53672e-27  -6.00497e-25  1.48898e-23  -3.84177e-23  1.66129e-20  -6.53651e-18  5.41363e-16  -5.18247e-14  -4.84915e-12  -1.47499e-10  -2.55447e-09  -8.90351e-09  -2.55447e-09  -1.47499e-10  -4.84915e-12  -5.18247e-14  5.41363e-16  -6.53651e-18  1.66129e-20  -3.84177e-23  1.48898e-23  -6.00497e-25  -3.53672e-27  3.87078e-29  -1.32077e-32  -2.63563e-35  1.15368e-37  -1.30522e-40  -3.07785e-42  -1.29206e-44  -2.51625e-46  -1.75466e-45  -3.13981e-46  -2.51513e-48  -2.79977e-51  2.60267e-52  1.9576e-51  -3.62064e-50  -1.92753e-49  7.00536e-49  2.23847e-49  7.25595e-48  8.92242e-45  -1.47093e-42  3.68873e-40  -3.83234e-38  -3.4416e-36  -2.98506e-35  -3.38329e-35  1.903e-36  4.20742e-37  -7.31762e-37  2.96787e-38  -4.21303e-41  6.34219e-42  1.01613e-44  -3.58466e-47  -8.96274e-49  1.00636e-50  1.50719e-52  -7.95288e-54  1.31473e-54  2.18681e-56  -1.71801e-58  -3.41942e-58  5.01665e-58  1.49133e-58  -1.74094e-58  -4.9816e-59  1.13799e-55  1.71286e-53  -9.95316e-52  1.47267e-53  -5.75037e-54  -1.93904e-52  3.34498e-52  -8.09949e-51  7.30372e-49  1.02579e-46  -3.39215e-44  2.22379e-42  -2.54411e-41  1.60616e-40  1.38318e-39  3.19137e-36  1.29779e-34  -2.57099e-31  -2.52287e-29  -5.49828e-28  -1.98374e-27  2.23157e-26  2.5734e-26 
0.0228823 -2.15642e-25  1.75046e-27  -7.28283e-27  -1.3673e-27  -7.51362e-29  -1.09871e-30  -2.17737e-33  1.25303e-35  -5.29114e-40  1.5117e-39  -2.78334e-40  9.78391e-42  -1.4805e-43  6.70485e-46  1.92577e-47  1.00011e-48  -4.14709e-51  -1.62606e-51  3.21977e-53  3.06002e-53  1.50329e-51  4.233e-53  -3.30885e-55  8.21022e-58  -1.1659e-57  4.84971e-57  1.60345e-56  1.26443e-57  -1.38187e-57  2.34805e-58  -2.94457e-59  -6.42482e-61  -1.98099e-62  -5.41257e-64  7.50599e-66  4.17108e-64  -2.71928e-61  -6.84593e-60  2.36584e-59  3.18142e-57  2.92713e-57  3.18142e-57  2.36598e-59  -6.6551e-60  -9.1219e-61  -3.40058e-59  -6.05831e-58  1.26663e-57  1.32532e-55  -2.0795e-56  -1.58976e-55  -6.22668e-55  3.9094e-55  2.7816e-57  -1.3366e-56  -1.94633e-55  -3.20256e-53  2.56702e-51  -9.93132e-48  -3.62946e-46  -3.32511e-44  1.19828e-45  -2.96778e-42  -8.22129e-40  -2.28126e-37  -3.65062e-35  7.34705e-33  -3.22202e-31  2.20826e-28  5.62133e-27  -4.04367e-24  2.43404e-22  -3.61447e-22  -9.70042e-21  -2.51462e-17  2.41976e-15  -1.69394e-13  -9.45935e-12  -2.02739e-10  -3.46274e-09  -1.33395e-08  -3.46274e-09  -2.02739e-10  -9.45935e-12  -1.69394e-13  2.41976e-15  -2.51462e-17  -9.70042e-21  -3.61447e-22  2.43404e-22  -4.04367e-24  5.62133e-27  2.20826e-28  -3.22202e-31  7.34705e-33  -3.65062e-35  -2.28126e-37  -8.22129e-40  -2.96778e-42  1.19868e-45  -3.32536e-44  -3.62359e-46  -9.93212e-48  3.804e-51  -1.18634e-51  4.28866e-50  -9.75427e-50  1.1546e-49  -4.93332e-48  -3.5927e-47  4.59094e-46  8.12883e-44  -1.28003e-41  9.86727e-40  -1.50454e-37  -2.19118e-36  -1.64676e-35  -5.62127e-35  -2.61256e-35  1.78849e-36  3.88688e-37  -6.02677e-38  -2.08949e-39  3.08676e-41  7.25036e-44  -1.43565e-45  -8.33969e-48  -1.0908e-49  -3.54215e-51  -1.08715e-52  2.57062e-54  1.05331e-55  3.31377e-57  9.99734e-58  1.58865e-56  4.85317e-57  -1.16574e-57  8.20928e-58  -3.30885e-55  4.233e-53  1.50329e-51  3.06002e-53  3.21977e-53  -1.62606e-51  -4.14709e-51  1.00011e-48  1.92577e-47  6.70485e-46  -1.4805e-43  9.78391e-42  -2.78334e-40  1.5117e-39  -5.29114e-40  1.25303e-35  -2.17737e-33  -1.09871e-30  -7.51362e-29  -1.3673e-27  -7.28283e-27  1.75046e-27  -2.15642e-25 
0.0274587 1.50431e-25  3.66553e-27  -1.34873e-27  -1.57237e-27  -1.36695e-28  -3.13351e-30  -1.78719e-32  8.39849e-36  1.13178e-37  7.12595e-40  2.18237e-40  -8.01404e-42  -5.82311e-44  3.94923e-45  -7.27372e-47  -3.04302e-48  -2.39758e-50  3.18548e-51  2.97301e-53  -9.31067e-53  -6.4974e-52  -1.51923e-52  -8.31959e-55  2.26098e-57  2.49126e-57  9.97329e-57  -1.01192e-56  1.17314e-56  4.00243e-57  3.09282e-58  -4.70768e-59  -7.50153e-61  1.56986e-61  9.5184e-64  2.66069e-64  6.51895e-63  -4.65549e-61  -2.11316e-60  3.6733e-59  -4.64483e-58  1.85467e-56  -4.64484e-58  3.67311e-59  -2.38118e-60  -6.48282e-60  -1.27611e-58  -2.5285e-57  -1.49467e-56  -1.56948e-55  -2.03803e-55  -4.47707e-55  4.76346e-55  -4.22272e-56  -6.24068e-57  -1.3318e-55  -9.11921e-55  -2.98177e-52  -1.17997e-49  4.0832e-47  3.11539e-45  9.54996e-44  -1.0139e-44  -5.14259e-42  -2.5836e-39  7.01916e-38  -1.95058e-34  -4.8445e-32  9.57477e-31  1.58338e-28  1.23613e-25  -5.4556e-24  -1.60154e-22  6.89406e-22  1.29039e-19  -7.05844e-17  5.55586e-15  -5.524e-13  -1.4266e-11  -3.56444e-10  -5.66016e-09  -1.70187e-08  -5.66016e-09  -3.56444e-10  -1.4266e-11  -5.524e-13  5.55586e-15  -7.05844e-17  1.29039e-19  6.89406e-22  -1.60154e-22  -5.4556e-24  1.23613e-25  1.58338e-28  9.57477e-31  -4.8445e-32  -1.95058e-34  7.01916e-38  -2.5836e-39  -5.14259e-42  -1.0139e-44  9.5543e-44  3.11454e-45  4.0843e-47  -9.87482e-50  -9.5241e-51  -9.80325e-50  5.87933e-49  3.91403e-49  8.16968e-48  2.23061e-47  -5.8918e-46  -1.3634e-43  -3.8001e-42  4.3411e-39  -7.71411e-38  2.02284e-36  4.14564e-35  4.00003e-35  -1.76255e-35  -2.88147e-37  1.23855e-36  -2.37502e-37  2.81154e-39  7.18395e-41  1.08294e-42  4.7806e-45  6.20252e-47  6.54941e-49  1.08111e-51  -7.17036e-52  4.51701e-54  4.00317e-55  -3.77641e-56  9.7069e-57  -9.87447e-57  9.97862e-57  2.49089e-57  2.26094e-57  -8.31959e-55  -1.51923e-52  -6.4974e-52  -9.31067e-53  2.97301e-53  3.18548e-51  -2.39758e-50  -3.04302e-48  -7.27372e-47  3.94923e-45  -5.82311e-44  -8.01404e-42  2.18237e-40  7.12595e-40  1.13178e-37  8.39849e-36  -1.78719e-32  -3.13351e-30  -1.36695e-28  -1.57237e-27  -1.34873e-27  3.66553e-27  1.50431e-25 
0.0320352 6.40253e-25  2.30424e-25  3.70406e-26  5.65356e-28  -1.39708e-28  -6.09598e-30  -6.30902e-32  -8.92049e-35  5.52624e-37  -2.0607e-38  1.11954e-39  -3.09519e-41  6.29425e-43  -4.53621e-45  -1.77882e-46  6.76342e-48  1.24407e-49  8.44242e-51  -5.4311e-52  -1.67253e-52  5.76899e-51  1.05091e-52  5.33896e-54  -9.29914e-57  5.08828e-57  -2.88902e-56  -6.45182e-56  -3.5067e-57  5.97026e-57  2.29621e-57  -2.48864e-59  3.2056e-60  -2.78976e-61  1.55599e-63  6.52329e-64  1.94455e-62  -7.04734e-61  3.41935e-59  -3.43637e-58  3.55058e-58  -1.39501e-57  3.55059e-58  -3.43624e-58  3.41604e-59  4.22819e-60  1.44709e-58  2.56491e-57  3.90241e-56  1.83368e-56  3.8926e-55  3.03421e-55  -6.11493e-56  6.7754e-55  -1.14917e-55  4.28643e-55  -1.91917e-53  -3.96421e-51  -1.74659e-49  -7.33615e-47  -5.35059e-45  -1.3007e-43  -2.37222e-43  4.42808e-41  2.19061e-38  2.90663e-36  3.934e-34  -1.37688e-31  1.15728e-30  -2.6589e-27  3.06878e-25  3.1358e-24  -7.7204e-22  1.93714e-20  2.80942e-19  -1.30795e-16  7.14212e-15  -1.3245e-12  -2.4763e-11  -6.30981e-10  -7.98976e-09  -1.84409e-08  -7.98976e-09  -6.30981e-10  -2.4763e-11  -1.3245e-12  7.14212e-15  -1.30795e-16  2.80942e-19  1.93714e-20  -7.7204e-22  3.1358e-24  3.06878e-25  -2.6589e-27  1.15728e-30  -1.37688e-31  3.934e-34  2.90663e-36  2.19061e-38  4.42808e-41  -2.37225e-43  -1.30039e-43  -5.35273e-45  -7.34026e-47  -2.38661e-49  4.00701e-50  8.45926e-51  -1.27473e-48  -1.06541e-48  4.82935e-48  1.51749e-46  5.07838e-45  -1.90702e-42  1.80166e-40  1.60324e-38  1.91176e-37  7.44018e-36  4.9944e-35  7.93633e-35  2.81238e-35  1.38826e-37  -3.14008e-36  4.73005e-37  -9.06535e-39  -9.24318e-41  -9.90704e-44  -7.40732e-45  -9.85892e-47  -1.49516e-48  1.29405e-49  -5.80752e-52  5.78446e-53  -3.4474e-54  1.67518e-55  2.21375e-57  -6.48172e-56  -2.89266e-56  5.088e-57  -9.29826e-57  5.33896e-54  1.05091e-52  5.76899e-51  -1.67253e-52  -5.4311e-52  8.44242e-51  1.24407e-49  6.76342e-48  -1.77882e-46  -4.53621e-45  6.29425e-43  -3.09519e-41  1.11954e-39  -2.0607e-38  5.52624e-37  -8.92049e-35  -6.30902e-32  -6.09598e-30  -1.39708e-28  5.65356e-28  3.70406e-26  2.30424e-25  6.40253e-25 
0.0366117 8.38539e-25  9.87815e-25  2.21132e-25  1.81384e-26  5.86255e-28  9.88955e-31  -1.17723e-31  -3.31403e-34  4.16271e-36  -7.40355e-39  2.35051e-39  -1.17107e-40  3.53828e-42  -8.06251e-44  2.59387e-46  -1.13219e-48  -1.91922e-49  -5.22502e-50  1.75002e-51  4.59412e-52  -1.27413e-50  -2.42214e-52  -1.69131e-53  5.89109e-56  -1.78494e-56  2.03969e-56  8.35271e-56  -2.61159e-56  -1.2544e-56  -7.50813e-57  1.98465e-58  -8.45202e-60  4.74821e-61  -2.97799e-63  -2.28887e-64  -2.56454e-62  -3.49907e-60  9.20246e-59  -2.69603e-57  -5.15709e-57  -6.19605e-56  -5.1571e-57  -2.69605e-57  9.21555e-59  2.64152e-60  1.21913e-58  2.16037e-57  5.29416e-57  -4.47388e-56  5.92132e-55  8.15422e-55  3.41719e-54  -4.3263e-54  1.35941e-54  1.21052e-54  -1.30768e-52  -4.18137e-50  -4.99341e-48  -1.12952e-46  1.60906e-44  -2.82784e-43  2.82389e-43  -1.92117e-40  -5.27525e-38  -5.19244e-36  9.73143e-34  -1.25383e-32  5.34782e-30  -6.92618e-27  -8.77426e-26  4.39647e-23  -6.74516e-22  2.11125e-20  -5.28094e-21  8.72515e-17  -1.97895e-14  -3.3701e-12  -5.65024e-11  -1.42201e-09  -9.80024e-09  -1.23996e-08  -9.80024e-09  -1.42201e-09  -5.65024e-11  -3.3701e-12  -1.97895e-14  8.72515e-17  -5.28094e-21  2.11125e-20  -6.74516e-22  4.39647e-23  -8.77426e-26  -6.92618e-27  5.34782e-30  -1.25383e-32  9.73143e-34  -5.19244e-36  -5.27525e-38  -1.92117e-40  2.82392e-43  -2.83078e-43  1.60956e-44  -1.12852e-46  -4.85589e-48  -1.47693e-49  2.99068e-49  1.74965e-48  6.58851e-49  -2.94408e-47  -3.05665e-46  -2.18962e-44  -7.50522e-42  1.4837e-39  6.10277e-38  9.15585e-37  4.69624e-36  -4.55184e-35  -5.73613e-35  6.03098e-36  7.31413e-36  3.52811e-36  -4.33677e-37  3.41771e-38  -6.91991e-40  -1.8059e-42  2.02241e-44  2.25828e-46  4.94429e-48  -2.4234e-49  -1.45241e-50  4.44189e-52  -1.36708e-54  -3.15322e-55  -5.07209e-56  8.46066e-56  2.04868e-56  -1.78457e-56  5.89084e-56  -1.69131e-53  -2.42214e-52  -1.27413e-50  4.59412e-52  1.75002e-51  -5.22502e-50  -1.91922e-49  -1.13219e-48  2.59387e-46  -8.06251e-44  3.53828e-42  -1.17107e-40  2.35051e-39  -7.40355e-39  4.16271e-36  -3.31403e-34  -1.17723e-31  9.88955e-31  5.86255e-28  1.81384e-26  2.21132e-25  9.87815e-25  8.38539e-25 
0.0411881 4.71092e-24  2.37805e-24  6.0286e-25  7.22109e-26  3.75819e-27  8.27259e-29  7.45099e-31  5.33906e-33  4.88226e-35  2.50815e-37  4.79317e-39  -1.89746e-40  5.87611e-42  -1.23141e-43  2.21599e-45  -6.80447e-48  -1.73188e-49  1.38853e-49  -1.07872e-51  -9.75158e-52  -3.80676e-50  5.22155e-52  1.02224e-53  -2.77748e-57  3.04689e-56  7.8546e-57  1.81704e-56  -1.27033e-55  -3.75972e-56  -2.97461e-57  -1.76823e-58  1.61429e-59  -6.50267e-61  5.36349e-63  1.37736e-63  1.17312e-61  -4.17735e-60  2.65268e-58  -6.73484e-58  -1.02132e-55  -4.75404e-55  -1.02132e-55  -6.73463e-58  2.65437e-58  -1.90247e-59  -3.85899e-58  -4.79659e-57  -6.53486e-56  -5.20529e-55  5.43822e-55  3.43199e-54  2.755e-54  -8.69596e-55  -2.22723e-54  4.16305e-53  -5.53024e-52  -3.54844e-49  -3.54941e-47  -4.74529e-46  -1.13954e-44  1.35468e-42  6.05892e-43  3.21696e-40  5.42355e-38  -8.59305e-36  4.40861e-33  1.60691e-31  9.31756e-29  1.71006e-29  -1.43303e-24  6.05562e-23  6.01358e-23  4.11666e-20  -5.03675e-19  8.62461e-16  -1.59459e-13  -6.93844e-12  -1.28572e-10  -2.60426e-09  -9.66878e-09  -6.03126e-09  -9.66878e-09  -2.60426e-09  -1.28572e-10  -6.93844e-12  -1.59459e-13  8.62461e-16  -5.03675e-19  4.11666e-20  6.01358e-23  6.05562e-23  -1.43303e-24  1.71006e-29  9.31756e-29  1.60691e-31  4.40861e-33  -8.59305e-36  5.42355e-38  3.21696e-40  6.05905e-43  1.35467e-42  -1.13848e-44  -4.74736e-46  -3.57233e-47  -1.7228e-49  -8.66469e-49  -1.1655e-48  1.55989e-48  2.40936e-47  -4.41333e-46  -2.35228e-43  -1.88463e-42  5.99651e-39  1.66626e-37  2.04218e-36  1.07532e-36  -7.62648e-35  -1.37113e-34  -3.73524e-35  -1.62021e-36  2.10267e-35  -8.83623e-37  7.67896e-39  1.55137e-39  -1.23602e-41  -3.23429e-44  -1.16743e-46  3.95431e-48  -7.54208e-49  2.76635e-50  -2.80946e-52  -1.52725e-53  -1.07507e-55  -4.23764e-56  2.15822e-56  7.4813e-57  3.04647e-56  -2.77318e-57  1.02224e-53  5.22155e-52  -3.80676e-50  -9.75158e-52  -1.07872e-51  1.38853e-49  -1.73188e-49  -6.80447e-48  2.21599e-45  -1.23141e-43  5.87611e-42  -1.89746e-40  4.79317e-39  2.50815e-37  4.88226e-35  5.33906e-33  7.45099e-31  8.27259e-29  3.75819e-27  7.22109e-26  6.0286e-25  2.37805e-24  4.71092e-24 
0.0457646 8.86219e-24  4.39871e-24  1.12642e-24  1.73413e-25  1.16121e-26  3.79546e-28  5.90575e-30  5.41909e-32  3.93338e-34  2.15163e-36  5.11614e-39  4.14996e-41  2.60502e-42  -8.34385e-44  3.18422e-45  -3.15165e-47  6.07396e-49  -2.48e-49  -3.05129e-51  8.28681e-51  1.32645e-49  3.54321e-51  5.64516e-54  -1.38007e-54  -1.30027e-55  -4.00839e-56  3.47473e-55  2.23709e-55  -2.73666e-56  -2.16327e-57  7.36194e-58  -9.82263e-60  9.95002e-61  3.54716e-63  -1.79121e-63  1.48969e-61  -1.05712e-59  5.25025e-59  5.43673e-57  -1.21863e-55  -5.79077e-55  -1.21863e-55  5.43672e-57  5.29481e-59  6.31743e-60  4.94767e-58  5.90981e-57  -7.51752e-57  2.79055e-55  -5.79185e-55  9.90856e-54  -2.01785e-53  4.44684e-54  1.10956e-53  5.75307e-52  3.63545e-51  -2.40141e-48  -2.23362e-46  -7.51812e-45  1.71376e-44  1.32707e-42  1.65249e-42  1.14325e-40  9.20655e-39  -3.82071e-35  -7.34719e-33  5.72055e-31  -4.87328e-29  3.78281e-26  -2.48015e-24  -5.85175e-23  4.04363e-21  2.26069e-19  9.3271e-18  1.52576e-15  -5.26278e-13  -1.26092e-11  -2.60226e-10  -3.76364e-09  -7.47412e-09  -2.45522e-09  -7.47412e-09  -3.76364e-09  -2.60226e-10  -1.26092e-11  -5.26278e-13  1.52576e-15  9.3271e-18  2.26069e-19  4.04363e-21  -5.85175e-23  -2.48015e-24  3.78281e-26  -4.87328e-29  5.72055e-31  -7.34719e-33  -3.82071e-35  9.20655e-39  1.14325e-40  1.65257e-42  1.32911e-42  1.72072e-44  -7.5188e-45  -2.2318e-46  -2.6006e-48  1.77417e-48  -4.27185e-49  -4.20198e-48  -3.17577e-46  -7.73981e-45  -1.19477e-42  8.93236e-41  1.76465e-38  3.73497e-37  3.44142e-36  4.48066e-36  -4.86711e-36  -5.02677e-35  -5.4895e-35  -2.49872e-35  4.17295e-37  6.55008e-36  -7.97901e-38  5.04616e-39  -1.535e-41  -1.10061e-43  -1.77043e-45  -1.30008e-47  -4.52194e-49  7.9673e-50  -1.37912e-51  2.51107e-53  1.72258e-54  1.93407e-55  3.37525e-55  -3.94652e-56  -1.30011e-55  -1.38008e-54  5.64516e-54  3.54321e-51  1.32645e-49  8.28681e-51  -3.05129e-51  -2.48e-49  6.07396e-49  -3.15165e-47  3.18422e-45  -8.34385e-44  2.60502e-42  4.14996e-41  5.11614e-39  2.15163e-36  3.93338e-34  5.41909e-32  5.90575e-30  3.79546e-28  1.16121e-26  1.73413e-25  1.12642e-24  4.39871e-24  8.86219e-24 
